id,position,age,area,sex,partner,num_child,education,service_length,study_time,commute,overtime,salary
16078,0,25,28,1,1,4,0,7,6,1.2,21.5,319.5257852
16079,4,51,24,2,0,0,1,31,2,0.8,3.8,584.3592116
16080,1,30,44,1,0,0,1,10,2,0.5,13,234.3290175
16081,0,25,30,2,0,0,0,7,0,0.3,1.1,145.103686
16082,1,38,47,1,1,1,0,20,1,1.5,8.4,274.8211395
16083,4,46,31,2,1,2,0,28,7,2,4.7,573.8568274
16084,1,29,26,1,0,0,0,11,9,0.6,15.7,248.0253526
16085,3,42,19,2,0,0,0,24,1,0.9,0,396.5806869
16086,0,25,47,1,1,1,0,7,0,1.2,16.1,250.462249
16087,1,23,23,1,1,2,1,3,3,1.6,7.6,436.0052015
16088,2,50,23,1,1,1,1,30,0,1.6,20.4,426.4569727
16089,0,25,29,2,0,0,3,0,4,0.2,12.6,209.7943646
16090,1,31,4,2,1,1,0,13,6,1.6,10.7,318.7636973
16091,2,23,44,2,0,0,2,0,5,1,7.1,516.3711992
16092,3,45,3,2,0,0,1,25,0,0.7,9,484.5655467
16093,2,59,47,1,0,0,0,41,0,1.1,15.1,638.9432435
16094,2,36,46,1,0,0,1,16,3,0.7,15,305.7495524
16095,1,33,46,2,0,0,0,15,0,0.5,16.1,307.3350111
16096,1,51,34,2,0,0,2,18,3,1.2,8.9,620.1239576
16097,3,50,3,1,0,0,2,28,11,0.9,13.3,471.4771742
16098,1,33,29,2,0,0,0,15,5,0.5,1.8,247.5420401
16099,0,21,20,2,0,0,0,3,2,0.1,8.9,178.9502723
16100,0,25,13,1,0,0,1,1,3,0.4,10.3,216.1671523
16101,2,38,21,1,1,2,4,9,5,2.2,7.8,819.2810257
16102,0,21,39,2,0,0,0,0,8,0.2,13.1,174.0419044
16103,3,50,9,2,1,4,0,32,7,1.9,11.9,603.8744701
16104,0,23,32,1,1,3,0,5,6,1.2,10.7,251.2478309
16105,2,40,8,2,0,0,1,20,0,0.7,11.9,285.3431019
16106,1,19,7,2,1,3,0,0,3,1.4,19,322.4979336
16107,0,25,10,1,1,3,1,2,0,1.2,14.6,289.05498
16108,0,26,42,2,0,0,0,8,3,0.1,11.1,180.5127638
16109,2,44,5,2,0,0,0,26,9,0.6,16.7,404.5893324
16110,3,41,12,1,1,2,0,23,0,2.1,18.5,484.2260585
16111,1,39,4,2,1,0,2,17,1,1.1,7.7,326.7270096
16112,3,37,10,2,0,0,0,19,7,0.7,7.5,422.8295671
16113,2,33,38,1,1,1,1,13,3,1.6,16.2,349.8343271
16114,1,41,9,1,1,2,2,19,4,1.9,5.8,566.3786661
16115,2,52,7,2,0,0,0,34,12,0.8,11,367.6992295
16116,1,40,13,2,1,2,0,22,8,3.1,7.2,387.1554731
16117,2,51,13,2,0,0,4,24,13,2.7,7.1,877.9326979
16118,3,42,18,1,1,3,3,18,4,1.8,20.3,619.5101962
16119,0,24,37,1,1,2,2,1,5,1.2,14.9,242.4997542
16120,3,52,45,2,0,0,1,32,0,0.9,12.6,481.3141288
16121,0,23,13,2,1,1,2,0,3,2.5,15.6,259.6651064
16122,0,21,22,1,0,0,1,0,5,0.2,21.6,226.5394957
16123,1,32,26,2,1,0,0,14,2,0.9,9.9,237.8397857
16124,3,48,8,1,1,3,3,24,0,1.9,12,518.0035276
16125,1,27,13,2,0,0,0,9,3,0.8,15.8,282.1014225
16126,0,26,46,1,1,2,0,8,10,1.3,11.1,239.4832528
16127,1,42,42,1,1,1,1,22,11,1.4,17.4,411.2794727
16128,3,42,20,2,1,3,0,24,4,1.9,7,512.0170454
16129,0,21,15,1,1,4,0,3,7,1.2,12.1,279.3177269
16130,1,40,7,2,1,1,0,22,0,1.6,11.3,324.1889612
16131,3,45,33,1,0,0,1,25,3,0.8,19.6,467.7383091
16132,0,23,21,1,1,1,2,0,4,1.4,17.1,235.4564036
16133,2,47,23,1,0,0,2,25,8,0.8,6.9,367.0889436
16134,2,46,8,1,0,0,3,22,12,0.8,17.2,379.9833587
16135,0,29,47,1,0,0,2,7,2,0.3,15.5,236.1051587
16136,0,23,1,1,1,1,1,3,2,1.3,20.2,248.538723
16137,0,24,13,1,0,0,0,6,4,0.4,10.4,189.5184256
16138,1,35,13,1,1,1,0,17,0,3,15.1,358.5434495
16139,0,25,27,2,1,7,0,7,1,2.3,8.5,339.9621617
16140,4,54,29,2,1,2,0,34,6,2,12.5,600.5445255
16141,2,45,17,2,0,0,0,27,8,0.7,2.9,371.548657
16142,0,26,47,1,1,2,0,8,3,1.2,20.3,271.3436716
16143,2,46,7,1,1,2,1,26,1,1.6,14,434.9274092
16144,2,42,3,1,0,0,3,18,7,1.1,10.2,708.1196346
16145,0,19,20,2,0,0,0,0,0,0.1,4.3,149.5225615
16146,3,48,19,2,0,0,1,28,6,0.6,9.6,524.8852146
16147,1,30,6,1,0,0,1,10,7,0.8,9.1,448.2725001
16148,0,25,45,2,1,0,0,3,1,0.7,17.3,215.5929433
16149,0,25,19,2,0,0,1,5,4,0.1,9.1,176.4220727
16150,3,49,40,1,0,0,0,31,2,0.8,19.4,528.479363
16151,0,24,36,1,1,0,2,2,3,0.7,9.7,178.7511915
16152,0,22,11,1,0,0,0,0,0,0.2,18.9,195.4755231
16153,1,34,44,1,1,5,0,16,10,1.5,10.1,364.4154697
16154,2,32,19,1,0,0,4,1,3,0.5,3.7,228.3556601
16155,3,47,18,1,0,0,2,25,0,0.8,16.1,435.8710238
16156,0,26,43,2,1,1,2,4,7,1.2,14.3,280.0411157
16157,0,21,12,1,0,0,0,1,0,0.1,1.4,143.2589608
16158,2,45,22,2,0,0,1,25,3,0.6,8.5,355.903254
16159,1,39,24,2,0,0,1,19,4,0.8,11.2,480.3669834
16160,2,48,17,2,1,2,4,21,5,2.2,8.2,910.877619
16161,1,25,34,2,0,0,0,4,6,0.2,7.1,207.2434853
16162,3,60,40,2,1,3,0,42,0,1.9,2.3,595.2369842
16163,2,52,10,1,1,0,2,30,0,1.7,13.5,677.4732868
16164,2,30,35,1,1,5,2,8,1,1.7,16.9,449.2100147
16165,0,27,18,1,0,0,0,9,3,0.3,13.2,210.1811724
16166,3,47,45,1,0,0,0,29,7,0.8,17.4,475.4488619
16167,1,29,2,1,0,0,0,11,0,0.8,16.8,366.6939963
16168,1,33,26,1,1,6,2,11,4,1.6,13.3,379.7904116
16169,3,45,36,2,0,0,0,27,0,0.9,7.2,428.8717243
16170,1,45,44,1,0,0,0,27,9,0.6,8.8,298.9194913
16171,1,21,46,2,0,0,0,0,0,0.4,9.9,212.3037992
16172,0,27,40,2,0,0,0,9,2,0.3,19.9,244.8477288
16173,0,24,37,2,0,0,1,4,1,0.1,15.6,209.6372068
16174,0,24,21,1,0,0,0,2,3,0.1,14.4,212.2639634
16175,1,18,37,2,1,1,0,0,4,1.3,11.2,252.2284533
16176,0,24,16,2,0,0,0,6,1,0.5,2.5,152.3389254
16177,2,41,16,2,0,0,3,17,0,1.2,0.4,702.4902063
16178,0,21,25,2,0,0,0,2,0,0.1,2.6,146.4558774
16179,3,32,43,2,1,0,0,14,1,1.3,14.3,432.4941496
16180,4,53,8,2,0,0,1,33,7,1,13.3,468.4307815
16181,2,33,25,2,1,1,4,6,4,2.2,5.4,734.9349404
16182,2,38,26,1,0,0,0,20,5,0.7,11.6,343.3495242
16183,1,38,12,1,1,2,2,16,8,2,8.1,599.9631443
16184,0,28,14,1,1,2,3,4,11,2,7.1,502.2881987
16185,1,31,31,1,1,3,2,9,9,1.9,1.3,513.4277673
16186,0,24,10,1,0,0,0,5,6,0.3,23.1,220.9484038
16187,1,31,20,2,0,0,0,13,6,0.4,12.9,269.9379136
16188,0,25,25,1,0,0,2,0,5,0.3,20.9,216.8037175
16189,0,24,17,1,0,0,2,0,4,0.1,22.6,205.995128
16190,1,29,24,1,1,0,0,11,0,0.9,14.1,258.9411744
16191,1,26,23,1,0,0,3,0,10,1,9.6,600.3362787
16192,1,20,7,2,1,2,0,1,2,1.3,13.8,272.29545
16193,1,32,47,1,1,2,0,14,9,1.5,21.1,325.5187178
16194,2,43,46,1,0,0,2,21,7,0.7,16.4,392.606334
16195,1,18,25,2,0,0,0,0,9,0.5,6.9,208.9490427
16196,0,22,19,1,1,2,0,4,7,1.2,16,230.9955333
16197,0,22,47,2,0,0,1,0,2,0.2,9.5,151.2313771
16198,2,59,33,2,1,2,1,39,7,2,9.7,465.4055674
16199,3,54,16,2,0,0,0,36,7,0.7,18.7,483.552573
16200,2,45,22,2,1,1,3,21,9,1.7,3.2,460.5803752
16201,1,30,41,2,1,1,1,1,0,1.4,11,306.5224008
16202,4,54,42,2,1,1,3,30,7,1.9,12.4,578.70974
16203,2,35,29,2,0,0,1,15,7,0.5,16.2,323.7044829
16204,3,39,47,1,0,0,1,19,2,0.9,5.6,312.0953077
16205,1,18,33,1,1,1,0,0,8,1.3,14.6,259.2213047
16206,4,49,28,2,0,0,1,29,6,1,15.8,539.5942048
16207,2,59,17,1,1,1,1,39,10,2.2,8.7,617.4573743
16208,0,26,34,2,0,0,0,3,5,0.1,17.1,202.8766239
16209,0,24,17,1,0,0,2,2,2,0.1,11.5,156.5580685
16210,0,23,15,1,1,1,0,5,5,1.3,13.4,210.4489771
16211,2,52,35,1,0,0,0,34,2,0.7,17.5,392.8646143
16212,2,39,32,2,1,6,2,17,1,1.5,11.6,438.2380493
16213,2,37,23,1,1,0,0,19,4,1.1,10,353.6921089
16214,4,47,13,1,0,0,1,27,6,1.6,8,580.5697292
16215,0,22,39,1,0,0,0,1,2,0.1,22.2,220.0347377
16216,0,25,29,1,1,0,1,5,0,0.6,21.2,209.3324234
16217,2,41,33,2,0,0,0,23,0,1.1,8.8,544.6313636
16218,0,25,30,2,0,0,2,3,4,0.2,4.9,158.2743901
16219,0,23,47,1,0,0,0,5,3,0.1,8,141.6215922
16220,2,34,26,2,1,0,3,10,4,1,10.9,335.4290473
16221,0,23,47,1,1,3,2,0,4,1.1,10.7,238.9641518
16222,0,23,16,1,0,0,2,0,5,0.3,9,185.872505
16223,1,44,39,1,1,1,0,26,5,1.6,19.2,381.6256081
16224,2,35,27,1,0,0,2,2,2,2.1,7.2,567.4239208
16225,0,25,37,1,1,5,1,4,3,1.1,16.7,326.8556361
16226,1,38,12,1,0,0,0,10,4,0.6,18.3,281.8986099
16227,1,34,32,2,0,0,4,7,6,1.1,1.9,690.159785
16228,3,42,25,2,0,0,0,24,3,0.9,15.9,496.4925458
16229,2,33,2,1,1,0,0,15,6,1.2,0,323.1507293
16230,0,23,47,1,0,0,0,5,2,0.3,17.7,178.9759145
16231,4,45,44,2,0,0,1,25,12,1.2,11.6,784.2252943
16232,1,20,17,1,1,2,0,2,3,1.4,15.9,281.9414474
16233,0,28,40,1,1,3,0,10,6,1.4,10.9,329.2338188
16234,1,31,46,2,0,0,0,13,6,0.5,18.8,282.5407409
16235,0,23,46,2,1,1,0,5,5,1.3,9.1,210.3219803
16236,4,52,26,1,0,0,0,34,0,0.9,13.1,516.5543358
16237,0,26,33,1,0,0,1,6,0,0.2,12.6,199.7707654
16238,2,27,36,1,0,0,0,9,0,0.7,9.9,278.2826583
16239,1,25,1,1,1,3,3,0,8,2,19,592.2688751
16240,2,51,44,1,1,0,0,33,0,1.3,12.5,417.9167397
16241,3,37,40,2,0,0,3,13,11,0.7,4,348.3326022
16242,2,30,32,2,1,2,1,10,2,1.6,0,297.2029983
16243,0,21,8,1,1,1,1,0,4,1.1,17.8,251.2538017
16244,3,42,33,2,1,4,1,22,7,1.8,6.5,527.2186302
16245,0,25,9,2,1,1,1,5,2,1.2,15.7,236.2571517
16246,0,22,23,1,1,1,0,4,7,1.1,13.8,255.3221924
16247,4,45,32,1,0,0,1,25,5,0.8,15.2,495.0106931
16248,3,49,24,1,0,0,1,29,1,0.9,21.6,480.5142462
16249,3,37,17,1,0,0,1,17,3,0.9,16,434.0950116
16250,2,32,17,2,1,3,1,12,0,1.6,0.6,353.018831
16251,0,22,4,2,1,3,1,0,0,1.3,12.5,247.2102648
16252,1,24,35,1,1,1,0,5,5,1.2,13.4,277.0172323
16253,4,44,34,1,1,3,1,24,11,2.1,23.4,650.5756509
16254,1,40,10,1,0,0,1,20,5,0.4,19.5,271.8788258
16255,0,22,47,1,0,0,1,2,5,0.1,16.9,171.577255
16256,1,25,34,1,0,0,2,3,2,0.9,4.9,499.2517379
16257,2,38,43,2,0,0,3,14,0,0.6,15.1,295.0250969
16258,0,21,27,2,1,3,1,0,5,2.3,11.9,280.6505248
16259,0,24,40,2,0,0,2,1,0,0.1,6.8,164.7390045
16260,2,41,24,2,0,0,2,19,5,0.5,13.6,324.2158226
16261,2,59,45,1,1,1,1,39,7,1.7,12.3,429.4604329
16262,0,22,47,2,0,0,1,2,0,0.1,7.4,133.4922891
16263,2,46,12,1,0,0,2,24,12,0.7,14.4,369.0121764
16264,0,25,8,2,0,0,2,3,2,0.3,0.4,161.9214234
16265,1,28,16,2,0,0,4,0,3,0.5,15.8,251.4554488
16266,2,50,32,1,1,3,0,32,1,1.6,23.4,491.2687786
16267,2,40,21,2,1,3,0,22,7,1.6,5.3,385.8532461
16268,0,25,16,1,0,0,0,7,8,0.1,13.8,181.2519786
16269,0,23,20,1,1,0,0,5,1,0.7,8.9,208.0018442
16270,2,53,28,2,1,2,1,33,1,1.8,18.5,439.4711906
16271,1,40,8,2,0,0,0,22,5,0.6,8,306.5435899
16272,1,52,29,2,1,1,3,28,5,1.6,0.8,365.6295743
16273,0,21,25,1,0,0,1,0,4,0.1,14,188.7581506
16274,0,27,9,2,0,0,1,7,4,0.2,10.4,189.693802
16275,3,52,9,2,1,2,1,32,6,1.8,12.5,557.6767761
16276,1,18,5,2,1,1,0,0,3,1.4,7.5,245.3000495
16277,3,41,28,2,1,2,0,23,4,1.8,6.7,469.8073474
16278,0,27,30,1,1,5,0,9,12,1.3,18.8,335.420149
16279,0,24,12,2,1,0,1,4,4,0.7,7.7,212.6533763
16280,0,21,38,2,0,0,1,0,7,0.1,15.8,186.9166623
16281,1,38,34,1,0,0,2,16,3,0.5,20.1,299.6490582
16282,0,23,20,1,0,0,0,5,1,0.1,19.1,202.732285
16283,3,43,45,2,1,0,1,23,7,1.3,11.2,431.4326769
16284,0,24,13,2,0,0,2,0,6,0.4,17,250.6872083
16285,4,48,13,1,0,0,1,28,5,2.4,10.9,779.6489095
16286,0,25,1,1,1,1,3,0,5,1.2,19.3,256.6611153
16287,1,39,16,1,0,0,1,19,1,0.5,10.1,288.6850919
16288,4,49,42,2,1,2,0,31,13,1.9,5.4,561.3315456
16289,2,41,26,2,0,0,2,19,7,0.6,12.6,385.7437919
16290,2,41,13,2,1,4,0,23,9,3.3,2.9,484.2051198
16291,0,24,45,2,1,0,0,6,2,0.6,11.4,207.0193662
16292,3,33,26,1,1,2,0,15,3,1.8,13.2,456.0776802
16293,2,44,12,1,0,0,2,22,4,0.6,15.6,339.4896927
16294,1,36,11,1,1,3,0,18,7,1.6,14.9,344.3398478
16295,1,19,32,2,0,0,0,0,3,0.6,11.6,218.6268273
16296,0,24,46,1,0,0,1,4,3,0.4,14.7,161.1295797
16297,0,22,10,1,1,3,1,2,11,1.2,17.1,258.5403058
16298,1,28,31,1,0,0,0,10,1,0.4,16.3,269.478364
16299,0,24,27,2,0,0,1,4,3,0.4,14.3,182.9412224
16300,0,24,12,1,1,2,2,1,1,1.2,17,202.3310888
16301,4,50,21,2,0,0,2,28,6,0.7,6.2,505.7741786
16302,2,45,28,1,1,3,3,21,2,2.1,7.9,754.6410816
16303,3,49,30,1,0,0,1,29,1,0.9,13.6,506.8489965
16304,3,42,19,2,1,0,1,22,3,1.3,3.5,430.3608989
16305,1,18,33,2,1,3,0,0,6,1.2,14.6,306.1531982
16306,2,42,9,1,0,0,0,24,0,0.6,22.6,364.0381006
16307,2,45,46,1,0,0,0,27,0,0.7,11.7,360.5774443
16308,4,52,44,2,0,0,0,34,9,1.1,12.2,711.8943441
16309,2,29,9,1,0,0,0,2,4,0.6,12.6,307.0889224
16310,1,19,22,1,1,1,0,0,13,1.3,17.4,278.6303957
16311,4,49,14,2,1,2,0,31,6,1.9,16.1,613.3280391
16312,1,25,28,1,0,0,1,5,0,0.5,8.9,215.9344895
16313,3,56,2,2,0,0,0,38,4,0.9,12.2,489.384503
16314,1,34,30,1,1,2,1,14,6,1.6,14.9,353.6567298
16315,2,44,24,1,0,0,2,22,2,0.6,10.4,328.0255769
16316,0,26,1,2,1,1,0,1,4,1.2,9.2,223.0452418
16317,0,23,37,2,1,4,1,3,4,1.1,2.7,250.0062737
16318,2,26,22,2,1,2,0,8,12,1.5,10.8,363.8516245
16319,4,49,12,2,1,0,0,31,7,1.3,2.5,495.3739598
16320,2,47,23,2,0,0,0,29,3,0.7,14,404.8384151
16321,4,51,8,2,1,5,2,29,10,2.1,9.3,654.2916519
16322,2,39,3,2,0,0,1,19,9,0.6,5.5,280.0382226
16323,0,26,25,1,1,1,1,6,1,1.1,17.1,250.1072065
16324,1,27,6,2,1,1,2,5,6,1.5,11.4,267.0143616
16325,2,56,31,1,1,1,1,36,10,1.9,15.8,485.0385568
16326,2,36,20,2,0,0,2,14,4,1.1,3.8,632.5229523
16327,2,30,7,2,0,0,2,8,3,0.9,7.2,284.1223087
16328,1,28,26,2,0,0,2,6,4,0.9,3.6,498.9793948
16329,1,18,24,2,1,5,0,0,5,1.5,16.7,344.8796985
16330,1,18,34,2,0,0,0,0,5,0.3,11.7,212.5901916
16331,1,33,17,2,0,0,1,13,5,0.5,6.9,211.9968787
16332,2,34,27,2,1,4,2,12,8,3.2,12.6,471.8694242
16333,1,32,10,1,0,0,0,14,1,0.4,12.9,234.5468818
16334,4,50,19,1,0,0,0,32,9,0.9,14,594.1509354
16335,1,35,5,1,0,0,0,17,7,0.4,12,233.6184415
16336,2,29,35,1,0,0,4,2,6,1.3,4.6,775.8400243
16337,4,52,42,1,0,0,1,32,1,0.9,12.3,537.7547553
16338,1,20,7,2,0,0,0,1,3,0.4,12,220.4549753
16339,0,26,3,2,0,0,0,8,5,0.5,4.8,179.3716452
16340,4,44,29,1,1,2,2,22,14,1.9,21.7,565.5647107
16341,2,33,43,1,0,0,2,11,2,0.6,15.5,319.3822909
16342,2,36,4,2,0,0,2,14,1,0.7,6.4,355.0848909
16343,1,36,3,1,1,3,1,16,7,1.4,15.3,350.7418924
16344,0,28,45,1,0,0,2,6,5,0.2,14.6,192.2635757
16345,2,40,34,1,0,0,2,18,3,0.7,24.5,375.8177593
16346,0,24,12,2,0,0,0,6,0,0.2,0,161.249554
16347,1,19,24,1,0,0,0,0,2,0.3,15.7,238.8271439
16348,0,24,13,1,1,2,1,4,9,2.3,11.5,240.2947675
16349,2,49,4,1,1,1,0,31,2,1.8,13.9,440.1276879
16350,1,29,43,2,0,0,3,3,2,0.5,9.4,227.7936495
16351,0,21,7,2,1,7,0,3,0,1.1,2.3,285.6633036
16352,2,38,16,2,1,2,2,16,7,1.5,9.6,352.8912936
16353,2,44,28,2,1,1,1,24,14,1.7,2.9,359.1349075
16354,0,25,21,2,1,1,2,3,4,1.3,1.5,187.3742353
16355,0,22,12,2,0,0,1,0,2,0.2,11.6,178.7907971
16356,0,22,16,1,0,0,1,2,1,0.1,11.3,180.6596352
16357,2,41,37,2,1,0,0,23,0,1.4,16.4,522.6435383
16358,0,25,25,2,1,2,1,5,5,1.2,7.3,232.1180563
16359,1,39,46,1,1,2,0,21,7,1.5,9.1,323.3439906
16360,3,42,14,2,1,0,2,20,11,1.5,12.4,715.4733503
16361,2,51,39,2,1,0,1,31,3,1.3,13.4,364.5145251
16362,3,48,21,2,0,0,0,11,11,0.9,19.1,468.3830626
16363,0,22,37,1,0,0,1,0,3,0.3,20.3,196.9134669
16364,1,37,14,1,0,0,0,19,3,0.4,8.6,286.4819895
16365,2,53,29,2,0,0,1,33,9,0.5,13.9,401.9095916
16366,0,22,41,1,1,0,1,2,2,0.8,16.4,216.4531591
16367,2,37,1,2,1,2,1,17,6,1.9,15.9,403.5826523
16368,3,33,38,2,1,3,0,15,0,1.8,17.1,460.11364
16369,0,24,41,1,0,0,1,4,4,0.2,7.5,146.7340876
16370,0,25,44,2,1,4,3,0,8,1.9,17.7,479.4074527
16371,0,24,47,2,1,3,2,0,3,1.4,2.9,233.769201
16372,0,23,14,2,1,5,1,0,1,1.2,5.6,285.4057194
16373,0,23,2,2,1,1,1,3,0,1.3,11.6,222.9896885
16374,2,45,32,1,0,0,0,27,4,0.5,21.8,377.7416829
16375,0,26,34,1,0,0,1,6,8,0.3,10.2,216.4831969
16376,0,25,44,1,1,4,0,7,0,1.4,9.7,311.2949804
16377,4,47,22,2,0,0,2,25,3,0.8,8.8,504.9278569
16378,1,58,39,1,1,2,4,31,13,2.4,13.7,883.1479305
16379,1,32,35,2,0,0,0,14,1,0.4,11.6,269.4022762
16380,0,19,13,2,0,0,0,0,12,0.8,7.4,262.5604025
16381,0,23,5,1,1,0,0,5,2,0.7,17.5,239.8178503
16382,1,36,31,1,1,2,1,16,0,1.4,18.7,356.044244
16383,4,45,11,2,1,4,3,21,2,1.9,14.5,646.1343042
16384,2,45,30,1,0,0,4,18,3,0.8,4.9,341.0714303
16385,0,25,29,2,0,0,0,7,0,0.2,11.7,197.6839948
16386,0,26,36,2,1,3,0,4,0,1.2,15.3,273.4738162
16387,0,23,14,1,0,0,0,5,1,0.2,8.4,203.4395031
16388,4,43,27,2,0,0,0,25,5,1.8,8.5,609.318833
16389,0,22,34,2,0,0,1,2,0,0.3,12.7,167.5221789
16390,0,22,12,2,0,0,1,2,0,0.1,1.8,146.1715974
16391,3,40,20,2,0,0,2,18,9,0.8,6.1,437.075018
16392,4,50,20,2,0,0,1,30,7,0.9,10.6,544.7726601
16393,0,23,24,1,1,0,2,0,5,0.6,10.7,198.2218054
16394,2,59,19,2,0,0,2,35,0,0.6,3,407.130055
16395,3,47,8,1,1,1,0,29,5,1.9,25.5,548.8685599
16396,1,32,35,1,1,0,1,12,8,0.9,22,322.2245859
16397,1,33,3,1,1,2,1,13,0,1.4,11.1,327.6220161
16398,2,32,47,2,0,0,2,10,1,1,8,608.5733358
16399,2,44,23,2,1,1,1,24,5,2.2,12.7,554.6035143
16400,0,26,27,2,0,0,0,8,6,0.5,14.3,243.4114676
16401,1,40,4,2,0,0,2,18,8,0.6,15.3,272.6122141
16402,1,25,15,1,1,0,0,7,0,0.9,12,249.9034242
16403,2,33,13,2,0,0,0,15,11,1.2,16.2,401.7643458
16404,2,39,46,2,0,0,0,21,2,0.8,9.3,313.3319103
16405,0,24,13,1,1,3,1,1,9,2.4,17.2,307.8459467
16406,2,18,15,2,1,5,0,0,1,1.7,17.5,396.0669706
16407,0,22,20,1,0,0,1,1,1,0.3,16.6,181.5923556
16408,3,40,26,1,1,4,1,20,5,1.8,18.7,499.9472634
16409,2,38,46,1,1,2,1,18,4,1.9,10.3,384.2562808
16410,0,21,38,2,1,1,0,3,0,1.1,8.6,190.4322831
16411,3,50,17,2,1,1,1,30,7,1.9,13.2,472.583532
16412,0,25,6,1,0,0,3,0,2,0.2,16.4,185.8237359
16413,0,26,33,2,1,1,1,0,3,1.4,4.5,210.8882552
16414,3,50,14,2,0,0,1,30,9,0.8,0.8,465.8754947
16415,0,21,41,2,0,0,1,0,2,0.2,10,180.6731205
16416,2,36,3,1,0,0,1,16,5,0.8,18.9,332.7086203
16417,2,44,44,1,0,0,3,20,0,1.3,7.6,743.8389499
16418,0,27,40,2,0,0,3,2,5,0.9,6.7,522.3099106
16419,0,26,22,1,0,0,2,3,5,0.3,24.5,217.659892
16420,1,32,41,1,1,5,2,10,8,1.4,10.5,385.0314631
16421,2,41,5,2,0,0,4,14,1,1.3,9.5,802.3050412
16422,0,22,36,1,0,0,1,0,0,0.1,16.5,182.0282341
16423,0,26,20,2,0,0,0,8,0,0.1,13.8,214.2877499
16424,0,25,42,2,1,1,1,5,0,1.4,15,242.8786955
16425,0,22,7,2,1,3,0,4,0,1.7,15.7,254.3007862
16426,1,18,34,1,1,1,0,0,3,1.3,12.8,267.4615222
16427,0,23,11,2,1,4,0,3,3,1.2,5.5,267.4312976
16428,4,53,8,2,0,0,3,29,4,1.5,13.4,983.2479149
16429,1,18,9,2,1,1,0,0,2,1.8,6.9,352.3868171
16430,2,35,11,1,0,0,0,17,3,0.5,9.4,304.1872898
16431,2,32,16,1,1,2,3,8,6,1.6,6.5,343.6770144
16432,1,47,34,2,1,1,0,29,8,1.6,9.5,375.1602976
16433,0,24,39,1,0,0,0,6,4,0.2,7.8,191.9628224
16434,4,53,38,1,1,3,2,31,6,2,25,630.3314291
16435,1,39,16,2,1,2,1,19,4,1.5,11.3,377.355071
16436,2,47,39,2,1,5,1,27,0,1.5,6.4,505.0500764
16437,3,54,39,2,1,2,3,30,6,2,16.3,552.4239271
16438,0,23,3,2,0,0,2,0,0,0.1,12.5,153.8542966
16439,0,21,23,1,1,1,1,0,0,1.2,9.4,228.2207391
16440,3,37,42,2,1,3,1,17,7,1.6,7.1,457.4925412
16441,2,46,38,2,1,1,1,26,0,1.7,0,377.2479519
16442,1,29,5,2,1,4,0,11,5,1.3,7.2,335.6678493
16443,0,25,37,1,0,0,0,7,3,0.1,9.8,198.6512332
16444,2,33,26,2,0,0,0,15,3,0.6,9.4,296.1116696
16445,3,46,30,2,1,2,4,19,3,1.8,9.8,444.8361422
16446,3,48,32,1,0,0,1,28,4,0.8,18.3,483.7186079
16447,2,37,9,1,1,4,3,13,9,2.2,15.3,683.6727672
16448,1,31,3,2,0,0,0,13,2,0.5,15,261.4627368
16449,0,21,11,2,1,1,1,0,3,1.1,3.1,203.8864315
16450,2,30,7,2,1,2,3,6,3,1.5,11.1,394.1043227
16451,0,25,19,1,0,0,1,5,0,0.3,13.9,233.9263028
16452,1,35,34,1,0,0,2,13,1,0.5,10.2,296.7619874
16453,4,56,5,2,0,0,1,36,4,1.1,12.2,583.8456426
16454,1,27,1,1,1,3,0,9,12,1.3,19.7,364.7715089
16455,4,58,7,2,0,0,0,40,2,0.8,10.6,595.5189643
16456,2,50,7,2,1,4,0,32,3,1.6,2.2,454.021514
16457,2,30,17,1,0,0,3,6,8,0.7,1,262.612708
16458,2,50,28,2,1,3,0,32,2,1.6,5.6,446.6518491
16459,2,34,47,1,1,3,0,16,4,1.5,20.9,404.1040273
16460,0,25,9,1,1,0,3,0,3,0.6,12.6,227.3059861
16461,1,28,6,1,1,2,2,6,1,1.5,15.6,276.6281635
16462,4,47,6,1,1,3,0,29,0,2,18.6,623.8704033
16463,2,36,38,2,1,3,0,18,6,1.5,9.1,407.114063
16464,0,26,46,2,0,0,0,8,2,0.4,17.2,225.8322755
16465,4,50,21,2,0,0,0,12,6,1.1,12.7,705.3345593
16466,3,38,19,1,1,0,0,20,13,1.2,18.3,472.7385341
16467,0,23,38,2,0,0,1,3,4,0.4,5.8,170.981661
16468,0,27,20,2,1,1,2,5,4,1.8,10.6,384.8887739
16469,1,18,6,2,0,0,0,0,6,0.3,13,219.728837
16470,3,48,31,2,1,0,2,26,4,1.7,18.6,688.7924895
16471,1,33,6,2,0,0,3,9,3,0.6,15.3,302.1022242
16472,1,25,40,1,1,6,1,5,1,1.2,13.3,362.0529555
16473,2,36,27,1,1,3,0,18,2,3.8,5.1,504.0333105
16474,0,29,36,2,1,1,0,11,3,1.2,5.3,227.9407891
16475,1,29,24,1,0,0,0,11,8,0.3,24.5,314.3976349
16476,0,25,7,1,0,0,0,7,3,0.1,16.6,237.6149987
16477,2,56,43,2,1,4,1,36,0,1.6,0,454.0177058
16478,1,45,1,1,0,0,2,23,0,0.9,9,585.4238977
16479,3,49,33,2,1,1,0,31,1,2.1,18.8,655.0190779
16480,3,33,29,2,1,2,3,9,0,1.7,0.3,449.8745268
